date,total
2018 07 10 09 50,53
2018 07 10 10 00,53
2018 07 10 10 10,31
2018 07 10 10 20,30
2018 07 10 10 30,22
2018 07 10 10 40,18
2018 07 10 10 50,45
2018 07 10 11 00,34
2018 07 10 11 10,27
2018 07 10 11 20,41
2018 07 10 11 30,55
2018 07 10 11 40,68
2018 07 10 11 50,119
2018 07 10 12 00,171
2018 07 10 12 10,190
2018 07 10 12 20,231
2018 07 10 12 30,294
2018 07 10 12 40,291
2018 07 10 12 50,340
2018 07 10 13 00,398
2018 07 10 13 10,410
2018 07 10 13 20,369
2018 07 10 13 30,315
2018 07 10 13 40,256
2018 07 10 13 50,211
2018 07 10 14 00,143
2018 07 10 14 10,101
2018 07 10 14 20,55
2018 07 10 14 30,55
2018 07 10 14 40,49
2018 07 10 14 50,42
2018 07 10 15 00,45
2018 07 10 15 10,45
2018 07 10 15 20,51
2018 07 10 15 30,52
2018 07 10 15 40,41
2018 07 10 15 50,37
2018 07 10 16 00,44
2018 07 10 16 10,42
2018 07 10 16 20,34
2018 07 10 16 30,36
2018 07 10 16 40,41
2018 07 10 16 50,39
2018 07 10 17 00,33
2018 07 10 17 10,45
2018 07 10 17 20,58
2018 07 10 17 30,65
2018 07 10 17 40,111
2018 07 10 17 50,164
2018 07 10 18 00,209
2018 07 10 18 10,264
2018 07 10 18 20,213
2018 07 10 18 30,243
2018 07 10 18 40,242
2018 07 10 18 50,231
2018 07 10 19 00,191
2018 07 10 19 10,185
2018 07 10 19 20,151
2018 07 10 19 30,123
2018 07 10 19 40,130
2018 07 10 19 50,150
2018 07 10 20 00,111
2018 07 10 20 10,105
2018 07 10 20 20,109
2018 07 10 20 30,83
2018 07 10 20 40,49
2018 07 10 20 50,45
2018 07 10 21 00,27
2018 07 10 21 10,35
2018 07 10 21 20,19
2018 07 10 21 30,13
2018 07 10 21 40,15
2018 07 10 21 50,14
2018 07 10 22 00,15
2018 07 10 22 10,12
2018 07 10 22 20,18
2018 07 10 22 30,13
2018 07 10 22 40,6
2018 07 10 22 50,4
2018 07 10 23 00,6
2018 07 10 23 10,9
2018 07 10 23 20,7
2018 07 10 23 30,7
2018 07 10 23 40,16
2018 07 10 23 50,10
2018 07 11 00 00,7
2018 07 11 00 10,2
2018 07 11 00 20,5
2018 07 11 00 30,6
2018 07 11 00 40,3
2018 07 11 00 50,2
2018 07 11 01 00,1
2018 07 11 01 10,0
2018 07 11 01 20,0
2018 07 11 01 30,1
2018 07 11 01 40,2
2018 07 11 01 50,0
2018 07 11 02 00,1
2018 07 11 02 10,1
2018 07 11 02 20,0
2018 07 11 02 30,0
2018 07 11 02 40,0
2018 07 11 02 50,1
2018 07 11 03 00,0
2018 07 11 03 10,0
2018 07 11 03 20,1
2018 07 11 03 30,0
2018 07 11 03 40,0
2018 07 11 03 50,0
2018 07 11 04 00,0
2018 07 11 04 10,0
2018 07 11 04 20,0
2018 07 11 04 30,0
2018 07 11 04 40,0
2018 07 11 04 50,1
2018 07 11 05 00,1
2018 07 11 05 10,0
2018 07 11 05 20,0
2018 07 11 05 30,0
2018 07 11 05 40,0
2018 07 11 05 50,0
2018 07 11 06 00,0
2018 07 11 06 10,0
2018 07 11 06 20,1
2018 07 11 06 30,1
2018 07 11 06 40,3
2018 07 11 06 50,1
2018 07 11 07 00,0
2018 07 11 07 10,4
2018 07 11 07 20,9
2018 07 11 07 30,17
2018 07 11 07 40,23
2018 07 11 07 50,23
2018 07 11 08 00,41
2018 07 11 08 10,42
2018 07 11 08 20,39
2018 07 11 08 30,64
2018 07 11 08 40,72
2018 07 11 08 50,73
2018 07 11 09 00,57
2018 07 11 09 10,46
2018 07 11 09 20,34
2018 07 11 09 30,40
2018 07 11 09 40,54
2018 07 11 09 50,59
2018 07 11 10 00,55
2018 07 11 10 10,35
2018 07 11 10 20,30
2018 07 11 10 30,27
2018 07 11 10 40,28
2018 07 11 10 50,29
2018 07 11 11 00,23
2018 07 11 11 10,19
2018 07 11 11 20,35
2018 07 11 11 30,46
2018 07 11 11 40,64
2018 07 11 11 50,106
2018 07 11 12 00,143
2018 07 11 12 10,179
2018 07 11 12 20,208
2018 07 11 12 30,234
2018 07 11 12 40,311
2018 07 11 12 50,356
2018 07 11 13 00,448
2018 07 11 13 10,435
2018 07 11 13 20,395
2018 07 11 13 30,344
2018 07 11 13 40,291
2018 07 11 13 50,259
2018 07 11 14 00,189
2018 07 11 14 10,113
2018 07 11 14 20,68
2018 07 11 14 30,66
2018 07 11 14 40,50
2018 07 11 14 50,51
2018 07 11 15 00,59
2018 07 11 15 10,45
2018 07 11 15 20,46
2018 07 11 15 30,37
2018 07 11 15 40,38
2018 07 11 15 50,57
2018 07 11 16 00,42
2018 07 11 16 10,45
2018 07 11 16 20,47
2018 07 11 16 30,44
2018 07 11 16 40,30
2018 07 11 16 50,32
2018 07 11 17 00,46
2018 07 11 17 10,61
2018 07 11 17 20,86
2018 07 11 17 30,95
2018 07 11 17 40,104
2018 07 11 17 50,153
2018 07 11 18 00,224
2018 07 11 18 10,247
2018 07 11 18 20,259
2018 07 11 18 30,245
2018 07 11 18 40,258
2018 07 11 18 50,246
2018 07 11 19 00,243
2018 07 11 19 10,196
2018 07 11 19 20,176
2018 07 11 19 30,154
2018 07 11 19 40,132
2018 07 11 19 50,97
2018 07 11 20 00,83
2018 07 11 20 10,67
2018 07 11 20 20,74
2018 07 11 20 30,61
2018 07 11 20 40,46
2018 07 11 20 50,46
2018 07 11 21 00,19
2018 07 11 21 10,22
2018 07 11 21 20,17
2018 07 11 21 30,12
2018 07 11 21 40,5
2018 07 11 21 50,2
2018 07 11 22 00,8
2018 07 11 22 10,15
2018 07 11 22 20,12
2018 07 11 22 30,10
2018 07 11 22 40,5
2018 07 11 22 50,6
2018 07 11 23 00,4
2018 07 11 23 10,8
2018 07 11 23 20,8
2018 07 11 23 30,7
2018 07 11 23 40,7
2018 07 11 23 50,2
2018 07 12 00 00,4
2018 07 12 00 10,9
2018 07 12 00 20,4
2018 07 12 00 30,7
2018 07 12 00 40,4
2018 07 12 00 50,4
2018 07 12 01 00,2
2018 07 12 01 10,1
2018 07 12 01 20,1
2018 07 12 01 30,2
2018 07 12 01 40,2
2018 07 12 01 50,3
2018 07 12 02 00,0
2018 07 12 02 10,0
2018 07 12 02 20,0
2018 07 12 02 30,3
2018 07 12 02 40,1
2018 07 12 02 50,2
2018 07 12 03 00,1
2018 07 12 03 10,0
2018 07 12 03 20,0
2018 07 12 03 30,0
2018 07 12 03 40,4
2018 07 12 03 50,1
2018 07 12 04 00,1
2018 07 12 04 10,1
2018 07 12 04 20,0
2018 07 12 04 30,0
2018 07 12 04 40,0
2018 07 12 04 50,2
2018 07 12 05 00,0
2018 07 12 05 10,1
2018 07 12 05 20,1
2018 07 12 05 30,0
2018 07 12 05 40,2
2018 07 12 05 50,4
2018 07 12 06 00,2
2018 07 12 06 10,0
2018 07 12 06 20,0
2018 07 12 06 30,1
2018 07 12 06 40,0
2018 07 12 06 50,5
2018 07 12 07 00,9
2018 07 12 07 10,4
2018 07 12 07 20,11
2018 07 12 07 30,18
2018 07 12 07 40,35
2018 07 12 07 50,35
2018 07 12 08 00,57
2018 07 12 08 10,61
2018 07 12 08 20,54
2018 07 12 08 30,71
2018 07 12 08 40,75
2018 07 12 08 50,72
2018 07 12 09 00,62
2018 07 12 09 10,58
2018 07 12 09 20,38
2018 07 12 09 30,45
2018 07 12 09 40,39
2018 07 12 09 50,32
2018 07 12 10 00,36
2018 07 12 10 10,40
2018 07 12 10 20,36
2018 07 12 10 30,34
2018 07 12 10 40,43
2018 07 12 10 50,29
2018 07 12 11 00,27
2018 07 12 11 10,30
2018 07 12 11 20,35
2018 07 12 11 30,38
2018 07 12 11 40,63
2018 07 12 11 50,111
2018 07 12 12 00,140
2018 07 12 12 10,211
2018 07 12 12 20,259
2018 07 12 12 30,300
2018 07 12 12 40,312
2018 07 12 12 50,350
2018 07 12 13 00,389
2018 07 12 13 10,353
2018 07 12 13 20,331
2018 07 12 13 30,315
2018 07 12 13 40,271
2018 07 12 13 50,238
2018 07 12 14 00,180
2018 07 12 14 10,104
2018 07 12 14 20,70
2018 07 12 14 30,42
2018 07 12 14 40,47
2018 07 12 14 50,55
2018 07 12 15 00,37
2018 07 12 15 10,45
2018 07 12 15 20,41
2018 07 12 15 30,40
2018 07 12 15 40,47
2018 07 12 15 50,50
2018 07 12 16 00,44
2018 07 12 16 10,36
2018 07 12 16 20,48
2018 07 12 16 30,54
2018 07 12 16 40,39
2018 07 12 16 50,37
2018 07 12 17 00,34
2018 07 12 17 10,36
2018 07 12 17 20,54
2018 07 12 17 30,76
2018 07 12 17 40,87
2018 07 12 17 50,144
2018 07 12 18 00,237
2018 07 12 18 10,272
2018 07 12 18 20,276
2018 07 12 18 30,263
2018 07 12 18 40,247
2018 07 12 18 50,208
2018 07 12 19 00,228
2018 07 12 19 10,187
2018 07 12 19 20,148
2018 07 12 19 30,120
2018 07 12 19 40,109
2018 07 12 19 50,79
2018 07 12 20 00,84
2018 07 12 20 10,79
2018 07 12 20 20,86
2018 07 12 20 30,74
2018 07 12 20 40,39
2018 07 12 20 50,32
2018 07 12 21 00,39
2018 07 12 21 10,35
2018 07 12 21 20,19
2018 07 12 21 30,21
2018 07 12 21 40,19
2018 07 12 21 50,3
2018 07 12 22 00,7
2018 07 12 22 10,8
2018 07 12 22 20,16
2018 07 12 22 30,18
2018 07 12 22 40,8
2018 07 12 22 50,7
2018 07 12 23 00,8
2018 07 12 23 10,10
2018 07 12 23 20,11
2018 07 12 23 30,13
2018 07 12 23 40,12
2018 07 12 23 50,4
2018 07 13 00 00,4
2018 07 13 00 10,9
2018 07 13 00 20,5
2018 07 13 00 30,4
2018 07 13 00 40,2
2018 07 13 00 50,1
2018 07 13 01 00,1
2018 07 13 01 10,1
2018 07 13 01 20,0
2018 07 13 01 30,2
2018 07 13 01 40,4
2018 07 13 01 50,0
2018 07 13 02 00,0
2018 07 13 02 10,0
2018 07 13 02 20,0
2018 07 13 02 30,0
2018 07 13 02 40,0
2018 07 13 02 50,1
2018 07 13 03 00,1
2018 07 13 03 10,1
2018 07 13 03 20,1
2018 07 13 03 30,1
2018 07 13 03 40,2
2018 07 13 03 50,1
2018 07 13 04 00,0
2018 07 13 04 10,0
2018 07 13 04 20,0
2018 07 13 04 30,0
2018 07 13 04 40,0
2018 07 13 04 50,0
2018 07 13 05 00,0
2018 07 13 05 10,0
2018 07 13 05 20,1
2018 07 13 05 30,0
2018 07 13 05 40,0
2018 07 13 05 50,1
2018 07 13 06 00,0
2018 07 13 06 10,0
2018 07 13 06 20,0
2018 07 13 06 30,1
2018 07 13 06 40,0
2018 07 13 06 50,2
2018 07 13 07 00,2
2018 07 13 07 10,3
2018 07 13 07 20,5
2018 07 13 07 30,15
2018 07 13 07 40,28
2018 07 13 07 50,57
2018 07 13 08 00,57
2018 07 13 08 10,47
2018 07 13 08 20,40
2018 07 13 08 30,47
2018 07 13 08 40,53
2018 07 13 08 50,47
2018 07 13 09 00,61
2018 07 13 09 10,78
2018 07 13 09 20,80
2018 07 13 09 30,90
2018 07 13 09 40,76
2018 07 13 09 50,49
2018 07 13 10 00,51
2018 07 13 10 10,42
2018 07 13 10 20,30
2018 07 13 10 30,37
2018 07 13 10 40,34
2018 07 13 10 50,24
2018 07 13 11 00,22
2018 07 13 11 10,23
2018 07 13 11 20,24
2018 07 13 11 30,46
2018 07 13 11 40,57
2018 07 13 11 50,87
2018 07 13 12 00,120
2018 07 13 12 10,166
2018 07 13 12 20,192
2018 07 13 12 30,187
2018 07 13 12 40,222
2018 07 13 12 50,268
2018 07 13 13 00,313
2018 07 13 13 10,335
2018 07 13 13 20,317
2018 07 13 13 30,342
2018 07 13 13 40,287
2018 07 13 13 50,235
2018 07 13 14 00,193
2018 07 13 14 10,90
2018 07 13 14 20,53
2018 07 13 14 30,36
2018 07 13 14 40,34
2018 07 13 14 50,30
2018 07 13 15 00,36
2018 07 13 15 10,38
2018 07 13 15 20,42
2018 07 13 15 30,52
2018 07 13 15 40,49
2018 07 13 15 50,49
2018 07 13 16 00,49
2018 07 13 16 10,47
2018 07 13 16 20,41
2018 07 13 16 30,32
2018 07 13 16 40,33
2018 07 13 16 50,41
2018 07 13 17 00,39
2018 07 13 17 10,42
2018 07 13 17 20,60
2018 07 13 17 30,75
2018 07 13 17 40,69
2018 07 13 17 50,107
2018 07 13 18 00,189
2018 07 13 18 10,199
2018 07 13 18 20,227
2018 07 13 18 30,197
2018 07 13 18 40,179
2018 07 13 18 50,191
2018 07 13 19 00,183
2018 07 13 19 10,181
2018 07 13 19 20,178
2018 07 13 19 30,133
2018 07 13 19 40,100
2018 07 13 19 50,102
2018 07 13 20 00,76
2018 07 13 20 10,67
2018 07 13 20 20,50
2018 07 13 20 30,37
2018 07 13 20 40,41
2018 07 13 20 50,38
2018 07 13 21 00,27
2018 07 13 21 10,25
2018 07 13 21 20,24
2018 07 13 21 30,8
2018 07 13 21 40,9
2018 07 13 21 50,9
2018 07 13 22 00,11
2018 07 13 22 10,3
2018 07 13 22 20,7
2018 07 13 22 30,9
2018 07 13 22 40,10
2018 07 13 22 50,2
2018 07 13 23 00,7
2018 07 13 23 10,5
2018 07 13 23 20,5
2018 07 13 23 30,3
2018 07 13 23 40,15
2018 07 13 23 50,1
2018 07 14 00 00,4
2018 07 14 00 10,13
2018 07 14 00 20,4
2018 07 14 00 30,4
2018 07 14 00 40,4
2018 07 14 00 50,2
2018 07 14 01 00,2
2018 07 14 01 10,4
2018 07 14 01 20,7
2018 07 14 01 30,0
2018 07 14 01 40,2
2018 07 14 01 50,0
2018 07 14 02 00,0
2018 07 14 02 10,0
2018 07 14 02 20,0
2018 07 14 02 30,0
2018 07 14 02 40,0
2018 07 14 02 50,0
2018 07 14 03 00,0
2018 07 14 03 10,0
2018 07 14 03 20,0
2018 07 14 03 30,4
2018 07 14 03 40,3
2018 07 14 03 50,0
2018 07 14 04 00,0
2018 07 14 04 10,0
2018 07 14 04 20,0
2018 07 14 04 30,3
2018 07 14 04 40,3
2018 07 14 04 50,0
2018 07 14 05 00,0
2018 07 14 05 10,0
2018 07 14 05 20,0
2018 07 14 05 30,0
2018 07 14 05 40,0
2018 07 14 05 50,0
2018 07 14 06 00,0
2018 07 14 06 10,0
2018 07 14 06 20,0
2018 07 14 06 30,0
2018 07 14 06 40,3
2018 07 14 06 50,3
2018 07 14 07 00,2
2018 07 14 07 10,2
2018 07 14 07 20,8
2018 07 14 07 30,10
2018 07 14 07 40,14
2018 07 14 07 50,24
2018 07 14 08 00,19
2018 07 14 08 10,18
2018 07 14 08 20,24
2018 07 14 08 30,30
2018 07 14 08 40,36
2018 07 14 08 50,41
2018 07 14 09 00,34
2018 07 14 09 10,37
2018 07 14 09 20,35
2018 07 14 09 30,49
2018 07 14 09 40,52
2018 07 14 09 50,53
2018 07 14 10 00,59
2018 07 14 10 10,51
2018 07 14 10 20,39
2018 07 14 10 30,30
2018 07 14 10 40,37
2018 07 14 10 50,39
2018 07 14 11 00,33
2018 07 14 11 10,43
2018 07 14 11 20,37
2018 07 14 11 30,47
2018 07 14 11 40,54
2018 07 14 11 50,70
2018 07 14 12 00,71
2018 07 14 12 10,88
2018 07 14 12 20,80
2018 07 14 12 30,109
2018 07 14 12 40,148
2018 07 14 12 50,168
2018 07 14 13 00,169
2018 07 14 13 10,175
2018 07 14 13 20,168
2018 07 14 13 30,147
2018 07 14 13 40,112
2018 07 14 13 50,100
2018 07 14 14 00,82
2018 07 14 14 10,57
2018 07 14 14 20,49
2018 07 14 14 30,41
2018 07 14 14 40,45
2018 07 14 14 50,33
2018 07 14 15 00,56
2018 07 14 15 10,82
2018 07 14 15 20,68
2018 07 14 15 30,81
2018 07 14 15 40,80
2018 07 14 15 50,70
2018 07 14 16 00,53
2018 07 14 16 10,57
2018 07 14 16 20,39
2018 07 14 16 30,32
2018 07 14 16 40,69
2018 07 14 16 50,83
2018 07 14 17 00,83
2018 07 14 17 10,29
2018 07 14 17 20,37
2018 07 14 17 30,35
2018 07 14 17 40,52
2018 07 14 17 50,64
2018 07 14 18 00,114
2018 07 14 18 10,118
2018 07 14 18 20,129
2018 07 14 18 30,169
2018 07 14 18 40,157
2018 07 14 18 50,145
2018 07 14 19 00,135
2018 07 14 19 10,108
2018 07 14 19 20,71
2018 07 14 19 30,83
2018 07 14 19 40,78
2018 07 14 19 50,75
2018 07 14 20 00,71
2018 07 14 20 10,55
2018 07 14 20 20,45
2018 07 14 20 30,29
2018 07 14 20 40,25
2018 07 14 20 50,27
2018 07 14 21 00,17
2018 07 14 21 10,9
2018 07 14 21 20,8
2018 07 14 21 30,5
2018 07 14 21 40,7
2018 07 14 21 50,4
2018 07 14 22 00,10
2018 07 14 22 10,12
2018 07 14 22 20,14
2018 07 14 22 30,10
2018 07 14 22 40,13
2018 07 14 22 50,4
2018 07 14 23 00,7
2018 07 14 23 10,5
2018 07 14 23 20,14
2018 07 14 23 30,12
2018 07 14 23 40,5
2018 07 14 23 50,12
2018 07 15 00 00,13
2018 07 15 00 10,11
2018 07 15 00 20,6
2018 07 15 00 30,8
2018 07 15 00 40,2
2018 07 15 00 50,5
2018 07 15 01 00,4
2018 07 15 01 10,0
2018 07 15 01 20,0
2018 07 15 01 30,16
2018 07 15 01 40,0
2018 07 15 01 50,0
2018 07 15 02 00,3
2018 07 15 02 10,2
2018 07 15 02 20,0
2018 07 15 02 30,0
2018 07 15 02 40,0
2018 07 15 02 50,0
2018 07 15 03 00,0
2018 07 15 03 10,0
2018 07 15 03 20,0
2018 07 15 03 30,0
2018 07 15 03 40,0
2018 07 15 03 50,0
2018 07 15 04 00,0
2018 07 15 04 10,0
2018 07 15 04 20,0
2018 07 15 04 30,0
2018 07 15 04 40,0
2018 07 15 04 50,0
2018 07 15 05 00,0
2018 07 15 05 10,0
2018 07 15 05 20,0
2018 07 15 05 30,0
2018 07 15 05 40,2
2018 07 15 05 50,0
2018 07 15 06 00,0
2018 07 15 06 10,0
2018 07 15 06 20,0
2018 07 15 06 30,0
2018 07 15 06 40,0
2018 07 15 06 50,1
2018 07 15 07 00,3
2018 07 15 07 10,2
2018 07 15 07 20,1
2018 07 15 07 30,1
2018 07 15 07 40,1
2018 07 15 07 50,2
2018 07 15 08 00,3
2018 07 15 08 10,6
2018 07 15 08 20,10
2018 07 15 08 30,17
2018 07 15 08 40,20
2018 07 15 08 50,23
2018 07 15 09 00,20
2018 07 15 09 10,20
2018 07 15 09 20,19
2018 07 15 09 30,23
2018 07 15 09 40,26
2018 07 15 09 50,33
2018 07 15 10 00,37
2018 07 15 10 10,31
2018 07 15 10 20,30
2018 07 15 10 30,20
2018 07 15 10 40,23
2018 07 15 10 50,22
2018 07 15 11 00,20
2018 07 15 11 10,47
2018 07 15 11 20,79
2018 07 15 11 30,81
2018 07 15 11 40,92
2018 07 15 11 50,102
2018 07 15 12 00,111
2018 07 15 12 10,122
2018 07 15 12 20,144
2018 07 15 12 30,123
2018 07 15 12 40,75
2018 07 15 12 50,80
2018 07 15 13 00,75
2018 07 15 13 10,60
2018 07 15 13 20,57
2018 07 15 13 30,59
2018 07 15 13 40,78
2018 07 15 13 50,71
2018 07 15 14 00,72
2018 07 15 14 10,53
2018 07 15 14 20,39
2018 07 15 14 30,35
2018 07 15 14 40,36
2018 07 15 14 50,42
2018 07 15 15 00,42
2018 07 15 15 10,44
2018 07 15 15 20,43
2018 07 15 15 30,43
2018 07 15 15 40,35
2018 07 15 15 50,31
2018 07 15 16 00,40
2018 07 15 16 10,44
2018 07 15 16 20,22
2018 07 15 16 30,21
2018 07 15 16 40,22
2018 07 15 16 50,18
2018 07 15 17 00,17
2018 07 15 17 10,15
2018 07 15 17 20,20
2018 07 15 17 30,42
2018 07 15 17 40,61
2018 07 15 17 50,91
2018 07 15 18 00,121
2018 07 15 18 10,146
2018 07 15 18 20,137
2018 07 15 18 30,129
2018 07 15 18 40,125
2018 07 15 18 50,103
2018 07 15 19 00,118
2018 07 15 19 10,118
2018 07 15 19 20,118
2018 07 15 19 30,84
2018 07 15 19 40,77
2018 07 15 19 50,57
2018 07 15 20 00,44
2018 07 15 20 10,40
2018 07 15 20 20,22
2018 07 15 20 30,28
2018 07 15 20 40,22
2018 07 15 20 50,23
2018 07 15 21 00,17
2018 07 15 21 10,9
2018 07 15 21 20,9
2018 07 15 21 30,5
2018 07 15 21 40,4
2018 07 15 21 50,2
2018 07 15 22 00,3
2018 07 15 22 10,2
2018 07 15 22 20,2
2018 07 15 22 30,3
2018 07 15 22 40,1
2018 07 15 22 50,5
2018 07 15 23 00,8
2018 07 15 23 10,8
2018 07 15 23 20,8
2018 07 15 23 30,10
2018 07 15 23 40,3
2018 07 15 23 50,3
2018 07 16 00 00,0
2018 07 16 00 10,5
2018 07 16 00 20,4
2018 07 16 00 30,2
2018 07 16 00 40,3
2018 07 16 00 50,2
2018 07 16 01 00,0
2018 07 16 01 10,2
2018 07 16 01 20,2
2018 07 16 01 30,3
2018 07 16 01 40,0
2018 07 16 01 50,0
2018 07 16 02 00,0
2018 07 16 02 10,0
2018 07 16 02 20,0
2018 07 16 02 30,0
2018 07 16 02 40,1
2018 07 16 02 50,1
2018 07 16 03 00,0
2018 07 16 03 10,0
2018 07 16 03 20,0
2018 07 16 03 30,0
2018 07 16 03 40,0
2018 07 16 03 50,0
2018 07 16 04 00,0
2018 07 16 04 10,0
2018 07 16 04 20,1
2018 07 16 04 30,0
2018 07 16 04 40,0
2018 07 16 04 50,1
2018 07 16 05 00,3
2018 07 16 05 10,2
2018 07 16 05 20,0
2018 07 16 05 30,0
2018 07 16 05 40,2
2018 07 16 05 50,2
2018 07 16 06 00,0
2018 07 16 06 10,0
2018 07 16 06 20,0
2018 07 16 06 30,0
2018 07 16 06 40,0
2018 07 16 06 50,2
2018 07 16 07 00,3
2018 07 16 07 10,7
2018 07 16 07 20,10
2018 07 16 07 30,14
2018 07 16 07 40,26
2018 07 16 07 50,32
2018 07 16 08 00,28
2018 07 16 08 10,28
2018 07 16 08 20,33
2018 07 16 08 30,48
2018 07 16 08 40,59
2018 07 16 08 50,57
2018 07 16 09 00,66
2018 07 16 09 10,63
2018 07 16 09 20,50
2018 07 16 09 30,43
2018 07 16 09 40,40
2018 07 16 09 50,42
2018 07 16 10 00,24
2018 07 16 10 10,13
2018 07 16 10 20,24
2018 07 16 10 30,22
2018 07 16 10 40,38
2018 07 16 10 50,28
2018 07 16 11 00,22
2018 07 16 11 10,21
2018 07 16 11 20,33
2018 07 16 11 30,43
2018 07 16 11 40,78
2018 07 16 11 50,122
2018 07 16 12 00,154
2018 07 16 12 10,169
2018 07 16 12 20,216
2018 07 16 12 30,258
2018 07 16 12 40,287
2018 07 16 12 50,337
2018 07 16 13 00,393
2018 07 16 13 10,402
2018 07 16 13 20,392
2018 07 16 13 30,353
2018 07 16 13 40,291
2018 07 16 13 50,251
2018 07 16 14 00,188
2018 07 16 14 10,103
2018 07 16 14 20,71
2018 07 16 14 30,58
2018 07 16 14 40,54
2018 07 16 14 50,44
2018 07 16 15 00,35
2018 07 16 15 10,46
2018 07 16 15 20,39
2018 07 16 15 30,34
2018 07 16 15 40,37
2018 07 16 15 50,41
2018 07 16 16 00,35
2018 07 16 16 10,43
2018 07 16 16 20,47
2018 07 16 16 30,42
2018 07 16 16 40,40
2018 07 16 16 50,45
2018 07 16 17 00,43
2018 07 16 17 10,47
2018 07 16 17 20,49
2018 07 16 17 30,65
2018 07 16 17 40,82
2018 07 16 17 50,132
2018 07 16 18 00,210
2018 07 16 18 10,239
2018 07 16 18 20,233
2018 07 16 18 30,247
2018 07 16 18 40,236
2018 07 16 18 50,204
2018 07 16 19 00,192
2018 07 16 19 10,160
2018 07 16 19 20,120
2018 07 16 19 30,124
2018 07 16 19 40,125
2018 07 16 19 50,120
2018 07 16 20 00,119
2018 07 16 20 10,106
2018 07 16 20 20,108
2018 07 16 20 30,48
2018 07 16 20 40,42
2018 07 16 20 50,43
2018 07 16 21 00,34
2018 07 16 21 10,32
2018 07 16 21 20,30
2018 07 16 21 30,2
2018 07 16 21 40,9
2018 07 16 21 50,7
2018 07 16 22 00,9
2018 07 16 22 10,9
2018 07 16 22 20,12
2018 07 16 22 30,3
2018 07 16 22 40,8
2018 07 16 22 50,8
2018 07 16 23 00,6
2018 07 16 23 10,6
2018 07 16 23 20,10
2018 07 16 23 30,3
2018 07 16 23 40,5
2018 07 16 23 50,2
2018 07 17 00 00,4
2018 07 17 00 10,1
2018 07 17 00 20,1
2018 07 17 00 30,0
2018 07 17 00 40,0
2018 07 17 00 50,1
2018 07 17 01 00,0
2018 07 17 01 10,0
2018 07 17 01 20,0
2018 07 17 01 30,0
2018 07 17 01 40,2
2018 07 17 01 50,1
2018 07 17 02 00,0
2018 07 17 02 10,0
2018 07 17 02 20,0
2018 07 17 02 30,1
2018 07 17 02 40,2
2018 07 17 02 50,2
2018 07 17 03 00,0
2018 07 17 03 10,0
2018 07 17 03 20,0
2018 07 17 03 30,1
2018 07 17 03 40,0
2018 07 17 03 50,0
2018 07 17 04 00,0
2018 07 17 04 10,0
2018 07 17 04 20,0
2018 07 17 04 30,0
2018 07 17 04 40,0
2018 07 17 04 50,0
2018 07 17 05 00,0
2018 07 17 05 10,0
2018 07 17 05 20,0
2018 07 17 05 30,0
2018 07 17 05 40,0
2018 07 17 05 50,0
2018 07 17 06 00,0
2018 07 17 06 10,0
2018 07 17 06 20,0
2018 07 17 06 30,0
2018 07 17 06 40,0
2018 07 17 06 50,1
2018 07 17 07 00,4
2018 07 17 07 10,2
2018 07 17 07 20,14
2018 07 17 07 30,14
2018 07 17 07 40,28
2018 07 17 07 50,28
2018 07 17 08 00,46
2018 07 17 08 10,52
2018 07 17 08 20,58
2018 07 17 08 30,60
2018 07 17 08 40,70
2018 07 17 08 50,77
2018 07 17 09 00,66
2018 07 17 09 10,46
2018 07 17 09 20,36
2018 07 17 09 30,33
2018 07 17 09 40,47
2018 07 17 09 50,45
2018 07 17 10 00,35
2018 07 17 10 10,44
2018 07 17 10 20,39
2018 07 17 10 30,35
2018 07 17 10 40,30
2018 07 17 10 50,28
2018 07 17 11 00,19
2018 07 17 11 10,22
2018 07 17 11 20,41
2018 07 17 11 30,40
2018 07 17 11 40,60
2018 07 17 11 50,103
2018 07 17 12 00,180
2018 07 17 12 10,229
2018 07 17 12 20,279
2018 07 17 12 30,279
2018 07 17 12 40,279
2018 07 17 12 50,297
2018 07 17 13 00,349
2018 07 17 13 10,350
2018 07 17 13 20,355
2018 07 17 13 30,318
2018 07 17 13 40,279
2018 07 17 13 50,233
2018 07 17 14 00,158
2018 07 17 14 10,105
2018 07 17 14 20,76
2018 07 17 14 30,68
2018 07 17 14 40,64
2018 07 17 14 50,53
2018 07 17 15 00,45
2018 07 17 15 10,44
2018 07 17 15 20,46
2018 07 17 15 30,43
2018 07 17 15 40,43
2018 07 17 15 50,53
2018 07 17 16 00,46
2018 07 17 16 10,35
2018 07 17 16 20,42
2018 07 17 16 30,38
2018 07 17 16 40,45
2018 07 17 16 50,32
2018 07 17 17 00,39
2018 07 17 17 10,35
2018 07 17 17 20,53
2018 07 17 17 30,54
2018 07 17 17 40,82
2018 07 17 17 50,139
2018 07 17 18 00,167
2018 07 17 18 10,223
2018 07 17 18 20,213
2018 07 17 18 30,262
2018 07 17 18 40,250
2018 07 17 18 50,217
2018 07 17 19 00,194
2018 07 17 19 10,169
2018 07 17 19 20,135
2018 07 17 19 30,166
2018 07 17 19 40,140
2018 07 17 19 50,130
2018 07 17 20 00,112
2018 07 17 20 10,65
2018 07 17 20 20,58
2018 07 17 20 30,44
2018 07 17 20 40,27
2018 07 17 20 50,31
2018 07 17 21 00,55
